Series_Title,IMDB_Rating,Released_Year,Overview,Genre,Actors
Tropa de Elite,8.0,2007,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.","Action, Crime, Drama",Wagner Moura André Ramiro Caio Junqueira Milhem Cortaz
The Avengers,8.0,2012,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,"Action, Adventure, Sci-Fi",Robert Downey Jr. Chris Evans Scarlett Johansson Jeremy Renner
Persepolis,8.0,2007,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,"Animation, Biography, Drama",Marjane Satrapi Chiara Mastroianni Catherine Deneuve Gena Rowlands
Dallas Buyers Club,8.0,2013,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.","Biography, Drama",Matthew McConaughey Jennifer Garner Jared Leto Steve Zahn
The Pursuit of Happyness,8.0,2006,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,"Biography, Drama",Will Smith Thandie Newton Jaden Smith Brian Howe
Blood Diamond,8.0,2006,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.","Adventure, Drama, Thriller",Leonardo DiCaprio Djimon Hounsou Jennifer Connelly Kagiso Kuypers
The Bourne Ultimatum,8.0,2007,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,"Action, Mystery, Thriller",Matt Damon Edgar Ramírez Joan Allen Julia Stiles
Bin-jip,8.0,2004,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,"Crime, Drama, Romance",Seung-Yun Lee Hee Jae Hyuk-ho Kwon Jin-mo Joo
Sin City,8.0,2005,"A movie that explores the dark and miserable town, Basin City, tells the story of three different people, all caught up in violent corruption.","Crime, Thriller",Quentin Tarantino Robert Rodriguez Mickey Rourke Clive Owen
Le scaphandre et le papillon,8.0,2007,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,"Biography, Drama",Laura Obiols Mathieu Amalric Emmanuelle Seigner Marie-Josée Croze
G.O.R.A.,8.0,2004,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,"Adventure, Comedy, Sci-Fi",Cem Yilmaz Özge Özberk Ozan Güven Safak Sezer
Ratatouille,8.0,2007,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,"Animation, Adventure, Comedy",Jan Pinkava Brad Garrett Lou Romano Patton Oswalt
Casino Royale,8.0,2006,"After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.","Action, Adventure, Thriller",Daniel Craig Eva Green Judi Dench Jeffrey Wright
Kill Bill: Vol. 2,8.0,2004,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.","Action, Crime, Thriller",Uma Thurman David Carradine Michael Madsen Daryl Hannah
Vozvrashchenie,8.0,2003,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",Drama,Vladimir Garin Ivan Dobronravov Konstantin Lavronenko Nataliya Vdovina
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,8.0,2003,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.,"Drama, Romance",Ki-duk Kim Yeong-su Oh Jong-ho Kim Kim Young-Min
Mar adentro,8.0,2014,"The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die.","Biography, Drama",Javier Bardem Belén Rueda Lola Dueñas Mabel Rivera
Cinderella Man,8.0,2005,"The story of James J. Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.","Biography, Drama, History",Russell Crowe Renée Zellweger Craig Bierko Paul Giamatti
Kal Ho Naa Ho,8.0,2003,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.","Comedy, Drama, Musical",Preity Zinta Shah Rukh Khan Saif Ali Khan Jaya Bachchan
Mou gaan dou,8.0,2002,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.","Action, Crime, Drama",Alan Mak Andy Lau Tony Chiu-Wai Leung Anthony Chau-Sang Wong
Pirates of the Caribbean: The Curse of the Black Pearl,8.0,2003,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","Action, Adventure, Fantasy",Johnny Depp Geoffrey Rush Orlando Bloom Keira Knightley
Big Fish,8.0,2003,A frustrated son tries to determine the fact from fiction in his dying father's life.,"Adventure, Drama, Fantasy",Ewan McGregor Albert Finney Billy Crudup Jessica Lange
The Incredibles,8.0,2004,"A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.","Animation, Action, Adventure",Craig T. Nelson Samuel L. Jackson Holly Hunter Jason Lee
Yeopgijeogin geunyeo,8.0,2001,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train.","Comedy, Drama, Romance",Tae-Hyun Cha Jun Ji-Hyun In-mun Kim Song Wok-suk
Dogville,8.0,2003,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price.","Crime, Drama",Nicole Kidman Paul Bettany Lauren Bacall Harriet Andersson
Vizontele,8.0,2001,Lives of residents in a small Anatolian village change when television is introduced to them,"Comedy, Drama",Ömer Faruk Sorak Yilmaz Erdogan Demet Akbag Altan Erkekli
Donnie Darko,8.0,2001,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.","Drama, Mystery, Sci-Fi",Jake Gyllenhaal Jena Malone Mary McDonnell Holmes Osborne
Magnolia,8.0,1999,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",Drama,Tom Cruise Jason Robards Julianne Moore Philip Seymour Hoffman
Dancer in the Dark,8.0,2000,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.","Crime, Drama, Musical",Björk Catherine Deneuve David Morse Peter Stormare
The Straight Story,8.0,1999,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,"Biography, Drama",Richard Farnsworth Sissy Spacek Jane Galloway Heitz Joseph A. Carpenter
Pâfekuto burû,8.0,1997,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.","Animation, Crime, Mystery",Junko Iwao Rica Matsumoto Shinpachi Tsuji Masaaki Ôkura
Festen,8.0,1998,"At Helge's 60th birthday party, some unpleasant family truths are revealed.",Drama,Ulrich Thomsen Henning Moritzen Thomas Bo Larsen Paprika Steen
Central do Brasil,8.0,1998,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",Drama,Fernanda Montenegro Vinícius de Oliveira Marília Pêra Soia Lira
The Iron Giant,8.0,1999,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"Animation, Action, Adventure",Eli Marienthal Harry Connick Jr. Jennifer Aniston Vin Diesel
Knockin' on Heaven's Door,8.0,1997,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.","Action, Crime, Comedy",Til Schweiger Jan Josef Liefers Thierry van Werveke Moritz Bleibtreu
Sling Blade,8.0,1996,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",Drama,Billy Bob Thornton Dwight Yoakam J.T. Walsh John Ritter
Secrets & Lies,8.0,1996,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.","Comedy, Drama",Timothy Spall Brenda Blethyn Phyllis Logan Claire Rushbrook
Twelve Monkeys,8.0,1995,"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.","Mystery, Sci-Fi, Thriller",Bruce Willis Madeleine Stowe Brad Pitt Joseph Melito
Kôkaku Kidôtai,8.0,1995,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,"Animation, Action, Crime",Atsuko Tanaka Iemasa Kayumi Akio Ôtsuka Kôichi Yamadera
The Nightmare Before Christmas,8.0,1993,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.","Animation, Family, Fantasy",Danny Elfman Chris Sarandon Catherine O'Hara William Hickey
Groundhog Day,8.0,1993,A weatherman finds himself inexplicably living the same day over and over again.,"Comedy, Fantasy, Romance",Bill Murray Andie MacDowell Chris Elliott Stephen Tobolowsky
Bound by Honor,8.0,1993,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.","Crime, Drama",Damian Chapa Jesse Borrego Benjamin Bratt Enrique Castillo
Scent of a Woman,8.0,1992,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated.",Drama,Al Pacino Chris O'Donnell James Rebhorn Gabrielle Anwar
Aladdin,8.0,1992,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Animation, Adventure, Comedy",John Musker Scott Weinger Robin Williams Linda Larkin
JFK,8.0,1991,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,"Drama, History, Thriller",Kevin Costner Gary Oldman Jack Lemmon Walter Matthau
Beauty and the Beast,8.0,1991,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,"Animation, Family, Fantasy",Kirk Wise Paige O'Hara Robby Benson Jesse Corti
Dances with Wolves,8.0,1990,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.","Adventure, Drama, Western",Kevin Costner Mary McDonnell Graham Greene Rodney A. Grant
Do the Right Thing,8.0,1989,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.","Comedy, Drama",Danny Aiello Ossie Davis Ruby Dee Richard Edson
Rain Man,8.0,1988,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,Drama,Dustin Hoffman Tom Cruise Valeria Golino Gerald R. Molen
Akira,8.0,1988,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by two teenagers and a group of psychics.,"Animation, Action, Sci-Fi",Mitsuo Iwata Nozomu Sasaki Mami Koyama Tesshô Genda
The Princess Bride,8.0,1987,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.","Adventure, Family, Fantasy",Cary Elwes Mandy Patinkin Robin Wright Chris Sarandon
Der Himmel über Berlin,8.0,1987,An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,"Drama, Fantasy, Romance",Bruno Ganz Solveig Dommartin Otto Sander Curt Bois
Au revoir les enfants,8.0,1987,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of the top student in his class. Rivals at first, the roommates form a bond and share a secret.","Drama, War",Gaspard Manesse Raphael Fejtö Francine Racette Stanislas Carré de Malberg
